Age,Review Text,Rating,Positive Feedback Count,Department Name
41,,4,0,Intimate
27,,3,0,Tops
31,,4,0,Tops
28,,5,0,Tops
42,,5,2,Dresses
61,,5,3,Intimate
46,,5,0,Dresses
58,,2,0,Dresses
52,,4,0,Dresses
46,,4,0,Dresses
33,,4,21,Dresses
42,,5,0,Dresses
25,,5,0,Intimate
35,,5,0,Intimate
63,,3,0,Intimate
39,,4,8,Dresses
46,,2,0,Dresses
43,,5,1,Intimate
43,,4,0,Dresses
31,,5,1,Tops
56,,4,0,Dresses
74,,2,0,Dresses
58,,5,1,Tops
38,,5,1,Dresses
42,,5,5,Tops
26,,4,0,Dresses
68,,5,11,Intimate
26,,2,1,Tops
36,,5,0,Dresses
59,,5,0,Dresses
43,,4,0,Dresses
38,,3,4,Tops
33,,5,0,Tops
62,,5,0,Dresses
46,,1,4,Tops
39,,2,0,Tops
39,,5,3,Dresses
56,,5,4,Tops
55,,4,0,Dresses
34,,5,0,Tops
42,,5,10,Intimate
35,,4,1,Bottoms
44,,5,0,Tops
40,,5,0,Tops
68,,4,0,Dresses
53,,5,1,Dresses
33,,5,1,Tops
69,,5,0,Jackets
54,,5,1,Bottoms
36,,5,0,Intimate
48,,5,1,Tops
46,,5,0,Tops
41,,3,2,Tops
61,,5,0,Jackets
37,,4,0,Tops
40,,5,0,Intimate
42,,5,0,Dresses
63,,5,1,Tops
41,,3,3,Intimate
67,,5,3,Tops
65,,5,0,Tops
50,,3,1,Jackets
56,,5,3,Jackets
31,,5,0,Tops
49,,4,0,Tops
25,,2,4,Dresses
31,,5,1,Jackets
36,,5,0,Jackets
55,,5,0,Tops
46,,4,0,Jackets
34,,5,0,Tops
61,,5,0,Tops
57,,5,3,Tops
46,,5,11,Jackets
40,,5,0,Tops
25,,1,21,Trend
57,,5,19,Jackets
39,,5,5,Jackets
39,,5,2,Intimate
54,,5,9,Tops
31,,2,1,Jackets
41,,1,0,Dresses
25,,5,0,Tops
39,,5,5,Intimate
30,,5,3,Tops
52,,2,1,Jackets
45,,5,1,Jackets
53,,5,0,Intimate
50,,5,1,Jackets
29,,4,3,Tops
54,,3,2,Jackets
41,,5,0,Tops
60,,4,1,Tops
37,,4,0,Intimate
59,,5,0,Tops
64,,5,2,Jackets
39,,4,0,Dresses
35,,3,0,Tops
50,,3,0,Dresses
48,,5,1,Jackets
53,,3,1,Trend
29,,5,1,Trend
41,,5,4,Jackets
46,,4,0,Tops
70,,5,1,Tops
53,,5,1,Jackets
68,,5,0,Tops
39,,5,0,Tops
50,,5,1,Trend
30,,5,0,Tops
57,,1,17,Tops
35,,5,0,Intimate
65,,5,52,Tops
41,,3,0,Tops
53,,5,1,Intimate
54,,5,0,Tops
49,,5,0,Dresses
43,,5,0,Dresses
23,,5,1,Dresses
53,,5,1,Dresses
35,,5,7,Tops
49,,5,3,Dresses
44,,4,0,Dresses
57,,5,8,Dresses
56,,5,11,Dresses
28,,3,0,Dresses
50,,3,0,Dresses
47,,2,8,Tops
53,,1,7,Tops
39,,4,1,Bottoms
52,,5,0,Dresses
54,,4,0,Dresses
26,,5,4,Dresses
51,,4,0,Dresses
25,,5,2,Dresses
23,,4,0,Dresses
47,,5,0,Bottoms
71,,1,3,Jackets
27,,5,0,Tops
47,,4,1,Tops
62,,5,0,Tops
41,,5,4,Dresses
25,,1,16,Dresses
47,,3,5,Dresses
67,,5,4,Tops
56,,5,1,Dresses
29,,3,2,Intimate
41,,5,9,Dresses
26,,4,1,Bottoms
62,,5,0,Dresses
56,,5,0,Tops
62,,5,1,Dresses
50,,3,1,Intimate
35,,5,0,Dresses
58,,4,0,Tops
54,,5,2,Dresses
64,,5,0,Tops
39,,5,0,Dresses
46,,5,2,Dresses
41,,5,0,Dresses
58,,5,2,Dresses
38,,5,0,Dresses
54,,4,11,Tops
49,,4,0,Bottoms
42,,4,0,Dresses
68,,2,16,Jackets
62,,4,3,Dresses
56,,5,1,Dresses
36,,5,6,Bottoms
27,,4,0,Tops
33,,5,0,Dresses
58,,5,0,Dresses
38,,3,4,Bottoms
28,,5,5,Bottoms
27,,5,4,Dresses
61,,2,6,Dresses
39,,5,6,Dresses
58,,5,11,Dresses
53,,3,2,Bottoms
41,,5,0,Tops
56,,5,18,Dresses
60,,5,0,Dresses
57,,5,0,Tops
37,,5,1,Tops
34,,4,3,Dresses
57,,5,0,Bottoms
54,,5,4,Bottoms
34,,1,1,Tops
39,,5,2,Tops
42,,5,0,Bottoms
31,,5,1,Bottoms
49,,2,0,Tops
83,,5,0,Jackets
44,,5,0,Bottoms
57,,5,0,Bottoms
31,,5,0,Bottoms
42,,5,0,Bottoms
37,,4,0,Tops
63,,5,7,Tops
50,,5,7,Tops
52,,5,0,Bottoms
31,,4,0,Bottoms
40,,3,0,Bottoms
30,,5,0,Bottoms
40,,4,0,Bottoms
33,,5,0,Bottoms
55,,4,3,Bottoms
45,,5,1,Bottoms
40,,5,5,Dresses
43,,4,2,Tops
39,,5,0,Bottoms
25,,5,3,Tops
51,,2,0,Bottoms
39,,5,0,Dresses
59,,4,6,Jackets
43,,4,4,Dresses
38,,3,9,Jackets
38,,4,4,Tops
50,,5,0,Tops
46,,5,4,Tops
70,,5,6,Tops
29,,5,0,Tops
47,,4,3,Tops
49,,5,0,Bottoms
41,,3,6,Tops
33,,4,1,Bottoms
36,,5,5,Jackets
34,,5,1,Bottoms
53,,5,1,Bottoms
42,,5,0,Tops
35,,5,0,Tops
28,,3,0,Tops
42,,4,0,Dresses
45,,5,0,Intimate
53,,5,0,Tops
51,,5,1,Tops
48,,4,0,Tops
28,,4,0,Dresses
39,,5,0,Tops
70,,5,1,Tops
34,,4,0,Intimate
29,,5,0,Tops
20,,5,2,Tops
38,,5,0,Tops
60,,5,7,Tops
53,,5,11,Tops
39,,3,0,Tops
39,,5,4,Dresses
33,,4,0,Dresses
58,,4,0,Intimate
61,,3,1,Tops
46,,5,5,Tops
70,,5,0,Tops
32,,3,0,Tops
31,,5,0,Tops
33,,5,0,Tops
30,,5,0,Intimate
73,,4,0,Intimate
83,,5,0,Dresses
42,,4,9,Intimate
40,,2,2,Tops
61,,5,1,Tops
46,,4,3,Tops
41,,3,0,Tops
60,,5,2,Intimate
44,,4,1,Dresses
57,,5,1,Tops
23,,4,3,Intimate
66,,4,1,Tops
54,,5,1,Tops
35,,5,0,Tops
38,,2,0,Tops
31,,5,0,Tops
39,,5,9,Tops
39,,5,2,Tops
39,,5,7,Tops
37,,5,3,Tops
50,,5,1,Tops
39,,4,0,Intimate
24,,5,1,Intimate
67,,3,16,Tops
38,,4,0,Tops
32,,4,7,Intimate
46,,3,1,Intimate
30,,4,1,Tops
46,,4,0,Intimate
40,,5,1,Tops
64,,5,0,Dresses
26,,3,0,Dresses
42,,5,0,Tops
50,,5,13,Bottoms
67,,5,5,Intimate
40,,5,0,Dresses
36,,3,1,Dresses
39,,5,2,Tops
37,,5,0,Intimate
33,,5,0,Dresses
35,,5,1,Intimate
46,,2,0,Tops
37,,5,0,Intimate
37,,5,0,Dresses
37,,4,2,Intimate
28,,5,0,Dresses
26,,5,0,Intimate
65,,5,0,Dresses
62,,2,1,Bottoms
67,,5,0,Bottoms
36,,4,3,Bottoms
60,,2,0,Dresses
61,,5,0,Bottoms
60,,5,2,Intimate
38,,2,1,Intimate
50,,5,1,Dresses
41,,5,0,Dresses
37,,5,8,Intimate
41,,3,8,Dresses
36,,5,0,Intimate
24,,5,1,Bottoms
43,,5,0,Dresses
45,,2,1,Dresses
35,,4,1,Dresses
34,,3,0,Intimate
28,,5,1,Dresses
46,,4,0,Dresses
35,,3,0,Dresses
32,,5,0,Intimate
69,,4,3,Bottoms
28,,5,0,Dresses
35,,3,0,Intimate
36,,3,1,Bottoms
33,,5,0,Intimate
33,,5,13,Intimate
45,,5,6,Tops
25,,5,0,Tops
55,,4,21,Tops
32,,4,6,Bottoms
47,,5,0,Intimate
25,,4,0,Bottoms
43,,1,18,Dresses
52,,3,0,Intimate
50,,4,0,Tops
53,,5,0,Tops
34,,5,6,Intimate
33,,1,3,Dresses
41,,4,4,Bottoms
46,,4,0,Tops
27,,5,2,Intimate
33,,4,0,Tops
36,,5,20,Tops
33,,4,1,Dresses
53,,5,5,Intimate
33,,4,0,Tops
36,,5,8,Intimate
35,,2,11,Tops
68,,5,0,Tops
57,,5,0,Intimate
22,,5,0,Tops
41,,4,0,Tops
38,,5,2,Dresses
40,,5,1,Intimate
48,,5,0,Tops
33,,2,0,Tops
55,,5,5,Tops
28,,5,0,Tops
60,,4,0,Tops
33,,1,10,Dresses
35,,5,6,Intimate
40,,5,0,Dresses
60,,2,2,Intimate
56,,5,4,Tops
32,,5,10,Dresses
37,,5,0,Tops
41,,5,1,Tops
27,,2,0,Tops
64,,5,2,Tops
58,,5,0,Tops
28,,2,2,Dresses
28,,3,0,Tops
41,,4,0,Dresses
55,,1,1,Tops
49,,5,0,Intimate
62,,5,4,Tops
39,,5,2,Intimate
58,,3,5,Tops
35,,2,2,Tops
37,,5,0,Tops
45,,5,0,Tops
46,,4,4,Tops
35,,5,1,Bottoms
42,,4,0,Tops
56,,5,8,Tops
45,,5,17,Intimate
58,,4,1,Intimate
39,,4,0,Intimate
47,,2,3,Jackets
34,,2,1,Intimate
49,,5,0,Intimate
25,,4,0,Intimate
59,,3,0,Jackets
86,,5,0,Intimate
32,,4,0,Intimate
37,,5,0,Intimate
22,,5,0,Intimate
55,,4,15,Intimate
58,,4,0,Intimate
54,,4,1,Intimate
60,,4,32,Intimate
54,,4,0,Intimate
42,,5,1,Bottoms
34,,5,0,Intimate
28,,4,1,Intimate
49,,4,0,Intimate
34,,5,0,Intimate
20,,5,0,Intimate
62,,5,22,Intimate
39,,5,0,Intimate
39,,4,0,Dresses
42,,5,1,Intimate
24,,5,0,Intimate
37,,4,1,Intimate
58,,5,3,Bottoms
58,,4,1,Intimate
39,,1,1,Intimate
35,,5,0,Intimate
39,,5,2,Dresses
52,,5,0,Intimate
66,,2,1,Tops
46,,5,0,Dresses
50,,5,0,Tops
52,,4,0,Tops
43,,5,2,Tops
68,,5,1,Dresses
31,,4,0,Dresses
52,,2,0,Intimate
50,,5,0,Tops
38,,4,0,Tops
48,,4,0,Intimate
43,,5,1,Dresses
34,,5,0,Tops
47,,3,0,Dresses
71,,3,0,Intimate
39,,5,2,Tops
27,,5,0,Dresses
55,,5,3,Intimate
50,,4,0,Dresses
46,,5,12,Intimate
48,,5,0,Tops
25,,4,0,Bottoms
47,,4,10,Intimate
78,,2,4,Tops
35,,1,0,Intimate
33,,5,0,Tops
69,,2,0,Tops
67,,5,0,Dresses
41,,5,0,Tops
36,,5,1,Bottoms
53,,5,1,Dresses
49,,3,11,Dresses
49,,5,1,Dresses
29,,4,1,Dresses
44,,3,1,Dresses
63,,5,0,Tops
55,,4,0,Tops
38,,1,0,Bottoms
40,,4,0,Bottoms
32,,5,0,Dresses
24,,4,3,Intimate
33,,5,8,Tops
35,,5,4,Dresses
52,,4,8,Intimate
25,,5,1,Dresses
49,,5,0,Tops
66,,4,0,Tops
33,,4,0,Dresses
36,,5,6,Tops
37,,5,1,Tops
37,,5,0,Dresses
38,,4,0,Tops
36,,5,0,Dresses
50,,5,0,Dresses
31,,4,0,Dresses
51,,5,19,Dresses
31,,2,0,Bottoms
54,,5,0,Dresses
38,,5,3,Intimate
36,,5,0,Bottoms
58,,4,0,Tops
36,,4,14,Dresses
49,,5,1,Tops
45,,5,0,Bottoms
50,,3,0,Tops
56,,5,0,Dresses
40,,5,2,Dresses
40,,5,1,Dresses
57,,5,1,Tops
43,,4,0,Dresses
25,,5,0,Tops
35,,5,1,Tops
44,,5,0,Bottoms
67,,5,1,Dresses
35,,5,4,Dresses
75,,4,2,Jackets
53,,5,0,Tops
37,,5,0,Intimate
44,,4,0,Jackets
44,,4,0,Tops
47,,5,2,Bottoms
56,,5,1,Bottoms
43,,5,12,Jackets
59,,5,4,Tops
43,,5,5,Tops
63,,5,2,Jackets
39,,5,1,Dresses
28,,4,0,Dresses
53,,5,0,Dresses
29,,5,5,Tops
55,,4,4,Jackets
69,,3,3,Bottoms
56,,2,3,Tops
53,,5,0,Tops
42,,4,0,Tops
65,,5,4,Jackets
35,,5,0,Dresses
32,,5,0,Bottoms
28,,5,0,Dresses
36,,5,3,Tops
65,,5,4,Intimate
39,,5,2,Bottoms
29,,5,2,Intimate
46,,4,0,Tops
26,,4,0,Tops
33,,1,0,Tops
36,,5,11,Dresses
67,,4,1,Bottoms
37,,5,1,Dresses
51,,5,1,Jackets
62,,5,3,Dresses
60,,3,0,Bottoms
31,,5,1,Dresses
44,,2,0,Tops
36,,5,0,Bottoms
51,,5,0,Bottoms
43,,1,0,Tops
36,,5,0,Dresses
33,,3,10,Intimate
36,,4,9,Jackets
32,,4,1,Dresses
39,,5,9,Jackets
40,,4,4,Bottoms
49,,5,1,Tops
48,,5,0,Jackets
59,,5,0,Tops
34,,4,1,Dresses
51,,5,7,Intimate
72,,5,1,Dresses
35,,4,2,Bottoms
35,,5,0,Tops
52,,5,11,Jackets
43,,5,0,Jackets
47,,5,0,Tops
39,,5,2,Bottoms
31,,3,2,Bottoms
27,,5,0,Tops
31,,5,5,Bottoms
57,,3,2,Bottoms
36,,4,0,Tops
59,,5,4,Bottoms
54,,5,2,Bottoms
52,,2,2,Dresses
80,,5,3,Jackets
31,,5,2,Dresses
52,,5,0,Tops
62,,5,11,Tops
36,,5,5,Tops
44,,2,1,Dresses
54,,4,15,Tops
41,,3,0,Dresses
37,,5,7,Dresses
40,,3,0,Tops
60,,4,0,Dresses
53,,5,1,Dresses
31,,5,3,Dresses
47,,4,1,Dresses
62,,5,1,Dresses
23,,5,1,Tops
33,,3,3,Tops
20,,5,0,Tops
32,,2,0,Tops
48,,4,4,Dresses
33,,3,0,Dresses
37,,4,0,Bottoms
46,,4,0,Tops
40,,2,0,Dresses
53,,5,0,Tops
47,,3,8,Tops
47,,3,5,Dresses
29,,2,3,Dresses
44,,4,3,Tops
37,,5,0,Tops
47,,4,0,Intimate
25,,4,0,Dresses
41,,5,1,Tops
31,,5,0,Tops
38,,4,2,Dresses
27,,5,6,Dresses
39,,2,6,Dresses
60,,5,0,Tops
67,,5,2,Tops
63,,5,1,Tops
66,,5,6,Tops
50,,5,0,Tops
21,,1,0,Tops
32,,5,1,Tops
38,,4,0,Tops
24,,5,1,Jackets
39,,3,1,Tops
66,,2,2,Tops
29,,5,1,Tops
44,,3,0,Tops
53,,5,1,Tops
26,,5,0,Tops
42,,4,0,Dresses
29,,4,1,Intimate
53,,5,0,Tops
22,,3,12,Tops
36,,5,0,Dresses
36,,5,2,Dresses
29,,2,4,Dresses
40,,4,0,Dresses
49,,3,0,Tops
33,,5,4,Dresses
36,,5,1,Dresses
37,,4,2,Dresses
45,,4,0,Tops
35,,3,10,Dresses
28,,3,1,Dresses
62,,5,25,Tops
55,,5,1,Tops
34,,3,122,Dresses
53,,5,3,Tops
40,,5,0,Dresses
42,,4,0,Dresses
46,,4,0,Dresses
34,,3,0,Tops
66,,5,0,Tops
32,,1,0,Dresses
43,,5,0,Tops
31,,4,6,Bottoms
57,,4,0,Tops
33,,3,6,Dresses
35,,3,15,Intimate
34,,5,0,Tops
56,,5,0,Tops
35,,5,2,Tops
32,,4,1,Tops
41,,4,0,Tops
35,,5,0,Tops
35,,5,10,Tops
41,,4,0,Tops
46,,5,0,Tops
34,,3,1,Bottoms
31,,5,4,Tops
51,,5,3,Intimate
32,,3,0,Tops
77,,4,3,Dresses
61,,5,0,Bottoms
52,,1,0,Intimate
60,,5,3,Tops
57,,2,6,Dresses
63,,5,1,Tops
44,,5,5,Tops
37,,5,20,Tops
25,,1,0,Intimate
48,,5,0,Tops
47,,5,5,Dresses
44,,5,8,Dresses
41,,5,3,Dresses
38,,4,5,Dresses
33,,4,0,Tops
43,,2,0,Intimate
47,,5,3,Dresses
35,,4,0,Tops
57,,5,3,Dresses
35,,5,10,Tops
33,,5,3,Dresses
39,,5,0,Tops
44,,4,1,Dresses
42,,4,1,Dresses
55,,5,8,Tops
44,,5,1,Tops
28,,5,0,Tops
47,,3,0,Bottoms
51,,5,0,Bottoms
69,,5,6,Tops
45,,5,14,Tops
56,,5,0,Tops
39,,5,1,Dresses
39,,5,2,Tops
27,,5,0,Tops
43,,5,5,Dresses
38,,5,0,Tops
60,,5,9,Tops
39,,5,0,Tops
33,,5,0,Tops
56,,5,10,Tops
29,,5,1,Bottoms
46,,3,0,Dresses
28,,5,0,Tops
32,,3,2,Intimate
46,,3,0,Tops
85,,4,1,Tops
22,,5,0,Tops
36,,2,0,Dresses
21,,5,0,Dresses
68,,3,0,Dresses
47,,5,1,Dresses
49,,5,6,Tops
41,,5,1,Bottoms
34,,4,0,Tops
47,,5,0,Tops
27,,5,0,Tops
50,,1,0,Dresses
27,,3,0,Dresses
42,,4,0,Tops
57,,5,1,Dresses
36,,5,12,Dresses
34,,4,0,Tops
43,,1,6,Tops
31,,3,4,Bottoms
53,,5,2,Tops
29,,5,0,Tops
30,,5,0,Intimate
48,,4,0,Tops
52,,5,3,Dresses
36,,5,0,Tops
37,,5,0,Dresses
51,,4,0,Tops
49,,4,1,Dresses
64,,5,0,Dresses
49,,4,2,Intimate
66,,3,0,Intimate
36,,5,0,Tops
37,,5,0,Tops
22,,5,1,Bottoms
39,,4,2,Tops
46,,5,1,Dresses
51,,5,0,Dresses
39,,5,1,Tops
53,,5,22,Dresses
62,,4,41,Dresses
54,,3,0,Tops
39,,5,2,Dresses
61,,5,1,Dresses
35,,3,0,Dresses
53,,5,0,Dresses
30,,5,2,Dresses
44,,3,1,Bottoms
40,,5,5,Dresses
43,,5,0,Bottoms
63,,5,0,Tops
67,,5,2,Dresses
46,,4,2,Tops
82,,5,0,Tops
59,,4,3,Tops
44,,2,4,Bottoms
76,,5,2,Tops
56,,4,7,Tops
26,,5,0,Dresses
44,,4,2,Dresses
46,,2,0,Dresses
51,,5,6,Dresses
51,,5,0,Dresses
62,,5,0,Dresses
38,,5,0,Dresses
39,,5,0,Dresses
31,,5,2,Dresses
27,,5,1,Dresses
41,,5,0,Dresses
54,,5,1,Tops
69,,5,5,Tops
65,,4,1,Dresses
44,,5,0,Intimate
27,,2,2,Jackets
31,,5,1,Dresses
55,,5,1,Intimate
26,,5,1,Dresses
25,,5,1,Tops
39,,5,15,Tops
35,,4,1,Tops
46,,2,14,Dresses
41,,3,1,Tops
31,,5,1,Tops
46,,4,0,Dresses
25,,2,3,Tops
27,,5,0,Intimate
36,,3,0,Tops
55,,5,8,Tops
47,,3,0,Dresses
31,,2,1,Dresses
36,,4,0,Dresses
37,,4,0,Tops
61,,5,0,Dresses
38,,5,1,Intimate
41,,5,3,Bottoms
45,,5,2,Dresses
28,,5,0,Intimate
41,,4,0,Tops
41,,5,0,Dresses
24,,5,0,Dresses
34,,5,0,Tops
66,,4,0,Tops
35,,5,1,Tops
59,,4,1,Dresses
36,,5,5,Tops
22,,5,0,Dresses
32,,5,3,Dresses
31,,4,3,Tops
42,,2,0,Dresses
34,,5,1,Tops
41,,5,0,Bottoms
41,,5,0,Bottoms
59,,5,1,Bottoms
37,,5,2,Dresses
24,,5,0,Dresses
25,,1,0,Tops
61,,1,0,Tops
43,,5,2,Dresses
23,,5,0,Dresses
47,,4,0,Dresses
33,,5,1,Intimate
19,,4,0,Tops
28,,5,2,Dresses
63,,5,0,Dresses
27,,5,2,Dresses
27,,5,1,Jackets
27,,5,0,Dresses
52,,5,8,Tops
27,,1,0,Tops
28,,5,1,Tops
30,,3,2,Tops
44,,5,0,Dresses
39,,5,0,Dresses
24,,5,0,Dresses
35,,5,4,Intimate
49,,5,0,Tops
46,,5,0,Tops
37,,2,1,Tops
64,,2,5,Tops
46,,5,0,Intimate
51,,5,3,Dresses
49,,2,0,Tops
36,,4,0,Dresses
34,,5,0,Dresses
20,,4,3,Intimate
39,,5,2,Dresses
64,,5,6,Tops
26,,3,0,Jackets
39,,5,3,Dresses
53,,2,4,Tops
41,,5,1,Tops
45,,4,4,Intimate
41,,5,8,Tops
57,,5,0,Tops
36,,5,1,Tops
54,,5,2,Tops
53,,5,2,Intimate
41,,5,2,Tops
20,,5,0,Tops
49,,5,0,Tops
49,,5,1,Tops
42,,5,0,Tops
30,,5,1,Tops
30,,5,2,Tops
39,,5,21,Intimate
23,,5,2,Tops
48,,5,0,Tops
35,,5,1,Tops
32,,5,1,Tops
60,,4,2,Tops
32,,4,11,Tops
64,,5,0,Tops
50,,3,7,Tops
39,,2,12,Tops
31,,2,0,Intimate
31,,5,0,Dresses
35,,4,25,Intimate
43,,5,0,Bottoms
38,,3,0,Jackets
53,,5,3,Tops
56,,1,0,Intimate
62,,5,0,Bottoms
39,,5,1,Bottoms
39,,5,0,Jackets
63,,5,0,Intimate
48,,5,0,Bottoms
59,,5,1,Intimate
63,,5,0,Bottoms
37,,2,0,Tops
62,,5,3,Bottoms
49,,3,0,Jackets
50,,3,12,Tops
66,,4,0,Bottoms
42,,3,0,Dresses
66,,3,0,Jackets
30,,5,0,Jackets
29,,4,2,Bottoms
25,,3,6,Dresses
55,,5,11,Bottoms
35,,3,2,Dresses
40,,5,0,Bottoms
70,,5,1,Bottoms
63,,5,0,Bottoms
41,,5,1,Dresses
48,,5,0,Intimate
35,,5,0,Bottoms
44,,5,14,Tops
58,,5,0,Bottoms
48,,4,3,Tops
34,,1,0,Tops
52,,5,0,Jackets
49,,2,18,Dresses
36,,4,0,Tops
53,,5,1,Tops
30,,5,0,Bottoms
67,,4,1,Tops
52,,5,1,Intimate
35,,5,1,Tops
50,,4,0,Tops
33,,2,3,Tops
54,,5,0,Tops
34,,4,2,Tops
54,,5,0,Tops
52,,2,0,Tops
77,,4,0,Tops
36,,5,0,Tops
33,,1,0,Tops
28,,4,0,Tops
72,,2,1,Tops
39,,4,0,Tops
49,,4,1,Bottoms
33,,5,0,Tops
41,,5,0,Tops
22,,3,2,Tops
55,,5,8,Tops
34,,5,0,Tops
41,,5,1,Tops
64,,5,5,Tops
47,,4,16,Tops
56,,3,0,Tops
36,,5,2,Tops
44,,5,0,Intimate
56,,4,1,Tops
26,,5,0,Tops
54,,5,1,Tops
26,,5,0,Tops
60,,1,0,Tops
65,,5,0,Tops
35,,5,1,Tops
34,,5,0,Tops
37,,4,18,Dresses
32,,5,0,Tops
31,,5,4,Dresses
60,,5,0,Tops
36,,5,0,Tops
41,,2,0,Intimate
53,,4,6,Tops
56,,5,1,Tops
58,,2,0,Tops
28,,5,2,Tops
26,,5,0,Tops
27,,5,0,Tops
27,,3,0,Tops
23,,5,0,Tops
40,,1,0,Dresses
26,,3,0,Tops
59,,4,0,Tops
35,,5,5,Dresses
44,,3,1,Tops
59,,5,2,Tops
34,,3,1,Tops
66,,5,0,Tops
36,,5,1,Dresses
23,,4,0,Tops
56,,1,0,Tops
50,,5,5,Tops
47,,5,7,Intimate
38,,5,0,Tops
41,,4,0,Tops
28,,5,0,Tops
33,,5,0,Tops
62,,5,0,Tops
42,,5,0,Tops
32,,5,1,Tops
33,,5,1,Dresses
52,,3,2,Tops
37,,5,7,Bottoms
32,,5,1,Bottoms
39,,4,0,Tops
57,,3,0,Tops
42,,5,0,Tops
42,,3,1,Tops
48,,4,0,Tops
52,,4,10,Tops
50,,5,0,Tops
42,,4,0,Tops
43,,3,3,Tops
46,,1,0,Tops
52,,5,0,Tops
35,,3,0,Tops
35,,4,1,Tops
51,,5,3,Tops
74,,2,14,Tops
34,,5,2,Tops
40,,4,1,Tops
23,,3,5,Tops
34,,2,0,Tops
31,,5,0,Tops
43,,5,0,Tops
56,,5,0,Tops
40,,3,0,Tops
38,,4,0,Tops
26,,5,3,Tops
42,,5,25,Tops
41,,5,6,Tops
48,,5,3,Bottoms
56,,2,4,Tops
51,,5,1,Tops
25,,5,13,Tops
73,,1,19,Tops
66,,5,3,Tops
65,,5,8,Bottoms
34,,4,20,Tops
36,,4,0,Tops
28,,5,0,Tops
39,,5,0,Dresses
29,,5,14,Tops
46,,3,0,Jackets
23,,4,1,Intimate
35,,5,0,Jackets
44,,5,0,Tops
26,,5,1,Intimate
52,,5,0,Tops
26,,3,0,Tops
42,,5,1,Tops
34,,5,0,Intimate
22,,5,11,Bottoms
30,,4,0,Dresses
35,,3,1,Bottoms
32,,5,0,Tops
39,,5,4,Bottoms
56,,4,1,Dresses
39,,4,0,Dresses
34,,5,1,Bottoms
25,,4,0,Dresses
40,,2,1,Dresses
52,,4,0,Dresses
60,,5,3,Bottoms
34,,2,0,Tops
62,,5,7,Tops
22,,4,9,Tops
49,,3,4,Tops
35,,4,2,Bottoms
36,,3,2,Bottoms
70,,5,0,Tops
37,,4,2,Tops
39,,3,0,Dresses
36,,1,1,Dresses
28,,5,5,Bottoms
33,,2,1,Bottoms
35,,5,2,Bottoms
43,,5,0,Bottoms
56,,4,1,Tops
35,,3,17,Tops
33,,5,0,Bottoms
34,,1,1,Tops
36,,5,0,Intimate
32,,5,0,Bottoms
42,,5,7,Tops
44,,3,0,Tops
46,,5,0,Tops
36,,5,0,Bottoms
31,,3,13,Bottoms
34,,3,0,Tops
26,,5,12,Bottoms
31,,5,3,Bottoms
36,,5,1,Bottoms
78,,5,0,Jackets
32,,5,0,Bottoms
47,,3,1,Tops
37,,4,2,Tops
42,,4,0,Tops
54,,4,12,Tops
35,,2,0,Tops
33,,3,1,Tops
54,,5,6,Bottoms
40,,5,0,Tops
46,,2,14,Tops
34,,5,4,Intimate
22,,5,0,Bottoms
57,,3,0,Tops
53,,5,2,Jackets
26,,5,0,Bottoms
33,,2,0,Tops
62,,5,3,Bottoms
63,,2,4,Tops
66,,4,0,Tops
45,,5,3,Tops
54,,5,6,Tops
35,,5,6,Bottoms
53,,1,0,Tops
37,,5,1,Tops
31,,5,1,Bottoms
31,,5,1,Bottoms
39,,5,0,Tops
27,,5,0,Tops
52,,4,15,Jackets
34,,5,1,Tops
54,,2,21,Tops
37,,4,0,Tops
37,,4,0,Tops
32,,4,3,Tops
24,,3,0,Tops
36,,5,0,Tops
33,,5,0,Tops
54,,5,3,Bottoms
49,,4,0,Bottoms
44,,5,0,Tops
28,,1,0,Intimate
28,,5,0,Dresses
34,,4,9,Tops
53,,5,0,Dresses
62,,2,3,Tops
39,,5,0,Tops
33,,4,0,Tops
43,,2,1,Tops
38,,4,0,Tops
44,,1,0,Tops
47,,5,0,Tops
41,,5,0,Tops
48,,5,0,Tops
66,,4,0,Tops
42,,3,7,Intimate
29,,3,0,Tops
37,,3,0,Tops
52,,5,1,Tops
51,,2,0,Intimate
66,,5,1,Bottoms
46,,2,0,Intimate
60,,5,0,Tops
35,,5,0,Tops
36,,2,0,Intimate
47,,5,0,Tops
41,,5,0,Tops
48,,1,1,Tops
41,,4,1,Intimate
40,,1,1,Jackets
45,,4,7,Bottoms
45,,2,0,Jackets
42,,4,3,Dresses
41,,5,0,Tops
43,,1,108,Jackets
49,,3,5,Bottoms
29,,2,1,Jackets
44,,4,9,Jackets
44,,3,3,Bottoms
34,,1,1,Jackets
42,,4,0,Intimate
56,,4,0,Dresses
42,,3,49,Jackets
61,,3,1,Jackets
45,,1,6,Jackets
32,,4,6,Intimate
41,,5,1,Tops
45,,5,0,Tops
56,,5,4,Tops
38,,5,0,Tops
53,,5,0,Tops
31,,5,1,Tops
39,,5,0,Tops
35,,2,7,Tops
50,,5,0,Tops
37,,5,0,Tops
39,,4,1,Tops
69,,5,12,Tops
58,,5,8,Tops
65,,4,8,Bottoms
26,,5,0,Tops
47,,1,10,Tops
27,,4,0,Tops
33,,4,0,Tops
51,,1,0,Tops
32,,5,3,Bottoms
50,,5,0,Tops
43,,4,5,Intimate
47,,5,0,Tops
71,,5,2,Tops
50,,5,0,Tops
39,,4,13,Bottoms
